"Id","Carat","Cut","Color","Clarity","Depth","Table","Price","X","Y","Z"
"8052",0.23,"Very Good","F","VVS2",61.4,56,583,3.94,3.97,2.43
"8053",0.23,"Very Good","F","VVS2",61.5,56,583,3.95,4,2.44
"8054",0.23,"Very Good","F","VVS2",61.6,57,583,3.96,3.99,2.45
"8055",0.23,"Very Good","F","VVS1",61.8,57,583,3.94,3.96,2.44
"8056",0.23,"Very Good","F","VVS1",62.3,55,583,3.93,3.96,2.46
"8057",0.23,"Very Good","F","VVS1",62.8,54,583,3.92,3.94,2.47
"8058",0.23,"Very Good","E","VVS1",62.4,54,583,3.95,3.98,2.47
"8059",0.23,"Very Good","E","VVS1",62.2,57,583,3.93,3.96,2.45
"8060",0.36,"Very Good","H","VS2",61,55,583,4.62,4.66,2.83
"8061",0.27,"Ideal","F","VVS2",60,62,583,4.21,4.22,2.53
"8062",0.27,"Ideal","F","VS2",61.9,54,583,4.14,4.16,2.57
"8063",0.27,"Ideal","F","VS2",61.8,53,583,4.18,4.2,2.59
"8064",0.37,"Ideal","F","SI1",61.3,55,583,4.61,4.65,2.84
"8065",0.37,"Premium","J","VS2",61.1,60,583,4.63,4.6,2.82
"8066",0.37,"Premium","J","VS2",60.7,60,583,4.68,4.65,2.83
"8067",0.31,"Ideal","G","VS1",61.9,55,583,4.36,4.37,2.7
"8068",0.31,"Good","G","VS1",63.3,57,583,4.28,4.31,2.72
"8069",0.31,"Good","F","VS2",63.5,55,583,4.31,4.32,2.74
"8070",0.31,"Ideal","F","VS2",61.6,56,583,4.35,4.38,2.69
"8071",1.01,"Ideal","I","SI2",62.4,57,4336,6.37,6.41,3.99
"8072",0.74,"Good","F","VVS1",58.4,60,4336,6.03,6.06,3.53
"8073",1.01,"Very Good","J","VS2",60.6,59,4337,6.42,6.45,3.9
"8074",0.91,"Ideal","H","SI1",62,56,4337,6.19,6.22,3.85
"8075",1.21,"Premium","I","SI2",59.9,61,4337,6.89,6.85,4.11
"8076",1.01,"Very Good","D","SI2",63.1,54,4338,6.43,6.37,4.04
"8077",1.01,"Good","D","SI2",63.6,57,4338,6.34,6.3,4.02
"8078",1.01,"Premium","D","SI2",60.8,61,4338,6.5,6.45,3.94
"8079",1.01,"Good","D","SI2",57.6,62,4338,6.66,6.56,3.81
"8080",1.01,"Premium","G","SI1",59.2,59,4338,6.58,6.52,3.88
"8081",1.23,"Premium","J","VS2",58,61,4338,7.07,7.03,4.09
"8082",1.01,"Premium","G","SI1",62.6,60,4338,6.39,6.35,3.99
"8083",1.01,"Premium","D","SI2",61.8,57,4338,6.47,6.42,3.98
"8084",1.01,"Premium","G","SI1",63,59,4338,6.32,6.27,3.96
"8085",1.01,"Premium","D","SI2",62.6,60,4338,6.4,6.37,4
"8086",1.01,"Premium","G","SI1",62.8,59,4338,6.33,6.29,3.96
"8087",0.72,"Very Good","E","VVS1",60.8,58,4339,5.79,5.83,3.53
"8088",1.01,"Good","F","SI1",63.4,55,4339,6.35,6.42,4.05
"8089",1.01,"Good","F","SI1",64.2,58,4339,6.24,6.29,4.02
"8090",1.07,"Very Good","G","SI2",64.6,60,4340,6.35,6.4,4.12
"8091",1,"Premium","F","SI2",61.5,60,4340,6.35,6.33,3.9
"8092",1.25,"Premium","I","SI2",60.1,60,4340,6.99,6.95,4.19
"8093",1.25,"Premium","G","SI2",61.1,58,4340,6.96,6.91,4.24
"8094",1.02,"Very Good","H","SI2",62.6,57,4341,6.42,6.46,4.03
"8095",0.7,"Ideal","F","VVS1",62.4,55,4341,5.65,5.69,3.54
"8096",1.02,"Premium","G","SI1",61.3,58,4341,6.47,6.45,3.96
"8097",0.95,"Premium","D","SI2",60.1,61,4341,6.37,6.35,3.82
"8098",1.08,"Ideal","H","SI2",62.1,56,4344,6.54,6.6,4.08
"8099",1.04,"Ideal","I","SI1",61.7,57,4344,6.49,6.54,4.02
"8100",0.91,"Good","E","VS2",63.1,58,4345,6.13,6.19,3.89
"8101",1.52,"Premium","G","I1",62.3,60,4345,7.34,7.28,4.56
"8102",1.01,"Very Good","J","SI1",61.9,58,4346,6.36,6.4,3.95
"8103",1.2,"Good","D","I1",63.6,60,4346,6.72,6.67,4.26
"8104",1.03,"Ideal","J","SI2",60.6,56,4347,6.58,6.57,3.99
"8105",1.15,"Premium","J","SI1",62.3,55,4347,6.76,6.66,4.18
"8106",1.15,"Premium","I","SI2",62.6,57,4347,6.73,6.69,4.2
"8107",1.15,"Ideal","J","SI1",61.8,57,4347,6.73,6.67,4.14
"8108",1.02,"Very Good","H","SI1",62.8,59,4348,6.33,6.38,3.99
"8109",1,"Very Good","D","SI2",62.3,56,4348,6.33,6.39,3.96
"8110",1.13,"Very Good","I","VS2",61.6,57,4348,6.73,6.78,4.16
"8111",1.01,"Premium","H","VS2",58.1,60,4348,6.61,6.55,3.82
"8112",1.09,"Very Good","H","SI2",60.9,57,4349,6.64,6.69,4.06
"8113",1.13,"Premium","H","SI2",59.4,58,4350,6.74,6.8,4.02
"8114",0.92,"Premium","D","SI1",62.3,58,4350,6.21,6.27,3.89
"8115",0.78,"Ideal","D","VS1",62.2,57,4350,5.86,5.9,3.66
"8116",1.01,"Ideal","G","SI2",62.1,57,4350,6.48,6.44,4.01
"8117",0.93,"Very Good","H","VS2",62.8,59,4351,6.13,6.16,3.86
"8118",0.9,"Ideal","D","SI1",61.6,56,4351,6.19,6.21,3.82
"8119",1.01,"Very Good","E","SI2",60.4,60,4352,6.48,6.57,3.94
"8120",0.91,"Premium","D","SI1",63,59,4352,6.15,6.11,3.86
"8121",1.34,"Very Good","H","SI2",61.1,63,4352,7.08,7.01,4.3
"8122",1.18,"Very Good","J","SI2",62.2,58,4353,6.74,6.79,4.21
"8123",1.27,"Premium","G","SI2",62.4,56,4353,6.93,6.88,4.32
"8124",1.02,"Ideal","H","SI2",61.9,56,4353,6.47,6.51,4.02
"8125",0.9,"Good","E","VS1",64.8,54,4353,6.12,6.07,3.95
"8126",1.02,"Very Good","J","VS2",63.9,57.9,4354,6.28,6.33,4.03
"8127",1.1,"Premium","H","SI1",62.1,58,4354,6.61,6.59,4.1
"8128",1.05,"Premium","F","SI2",60.4,57,4354,6.61,6.54,3.97
"8129",1.08,"Ideal","I","SI1",61.4,57,4355,6.67,6.62,4.08
"8130",0.9,"Premium","H","VS2",61.2,61,4355,6.18,6.08,3.75
"8131",1.01,"Ideal","E","SI2",62.1,56,4355,6.39,6.43,3.98
"8132",1.01,"Premium","E","SI2",62.5,60,4355,6.39,6.42,4
"8133",1.01,"Very Good","E","SI2",61.8,56,4355,6.42,6.5,3.99
"8134",1.01,"Very Good","E","SI2",62.4,58,4355,6.36,6.42,3.99
"8135",1.01,"Very Good","E","SI2",59.6,61,4355,6.56,6.59,3.92
"8136",1.01,"Very Good","E","SI2",62.8,57,4355,6.35,6.38,4
"8137",1.01,"Good","E","SI2",63.3,58,4355,6.37,6.39,4.04
"8138",1.01,"Very Good","F","SI2",63.4,56,4355,6.4,6.34,4.04
"8139",1.01,"Premium","I","SI1",62.3,58,4355,6.44,6.4,4
"8140",0.97,"Good","I","VS2",64.5,61,4355,6.16,6.21,3.99
"8141",0.9,"Premium","H","VVS2",60.3,61,4355,6.25,6.22,3.76
"8142",0.9,"Premium","H","VVS2",62,58,4355,6.16,6.13,3.81
"8143",1.08,"Premium","I","SI1",60.5,60,4355,6.67,6.61,4.02
"8144",1.01,"Fair","H","VVS2",65,55,4355,6.31,6.27,4.09
"8145",1.01,"Premium","H","SI2",61.3,59,4355,6.47,6.41,3.95
"8146",0.96,"Ideal","G","SI1",62.6,57,4355,6.28,6.24,3.92
"8147",0.96,"Ideal","G","SI1",63,54,4355,6.27,6.24,3.94
"8148",1.01,"Good","F","SI1",63.6,58,4355,6.36,6.28,4.02
"8149",1.01,"Premium","I","SI1",61.9,58,4355,6.48,6.42,3.99
"8150",1.01,"Premium","G","SI2",59.5,55,4355,6.59,6.53,3.9
"8151",1.1,"Very Good","I","SI1",62.7,58,4356,6.54,6.58,4.11
"8152",1.02,"Good","F","SI2",59.2,58,4356,6.51,6.56,3.87
"8153",1.01,"Ideal","H","SI2",61.7,56,4357,6.41,6.46,3.97
"8154",1.06,"Good","F","SI2",62.2,61,4357,6.47,6.53,4.04
"8155",0.91,"Premium","G","VS2",60.8,56,4357,6.28,6.21,3.8
"8156",0.9,"Very Good","G","VS1",62.4,55,4358,6.11,6.17,3.83
"8157",1.02,"Ideal","H","SI2",61,58,4360,6.5,6.54,3.98
"8158",0.91,"Ideal","G","SI2",61,57,4360,6.25,6.28,3.82
"8159",1.13,"Premium","F","SI2",62.3,59,4360,6.68,6.65,4.15
"8160",1.1,"Good","D","SI2",57,62,4361,6.91,6.84,3.92
"8161",1.1,"Very Good","D","SI2",58.6,63,4361,6.76,6.69,3.94
"8162",1.09,"Ideal","J","VS2",62,54,4361,6.64,6.61,4.11
"8163",0.7,"Very Good","D","VVS1",63.4,59,4362,5.63,5.64,3.57
"8164",1.03,"Premium","I","SI1",61.6,59,4362,6.46,6.49,3.99
"8165",1.08,"Very Good","G","SI2",60.3,58,4362,6.65,6.72,4.03
"8166",1.01,"Premium","G","SI2",62.4,58,4362,6.38,6.41,3.99
"8167",0.72,"Ideal","F","VVS1",61,56,4362,5.78,5.8,3.53
"8168",0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
"8169",0.9,"Good","D","SI1",61.1,62,4362,6.2,6.24,3.8
"8170",1.07,"Premium","E","SI2",60.5,59,4362,6.67,6.59,4.01
"8171",0.71,"Very Good","D","VVS2",61,56,4363,5.75,5.79,3.52
"8172",1.01,"Very Good","E","SI2",63.5,55,4363,6.32,6.38,4.03
"8173",1.05,"Premium","F","SI2",61.7,60,4363,6.58,6.49,4.03
"8174",1.02,"Ideal","G","SI2",62.6,58,4363,6.42,6.4,4.01
"8175",0.85,"Ideal","E","SI1",61.6,57,4363,6.07,6.1,3.75
"8176",1.05,"Premium","F","SI2",62.8,55,4363,6.55,6.48,4.09
"8177",1.05,"Premium","F","SI2",62.3,56,4363,6.55,6.51,4.07
"8178",1.04,"Very Good","F","SI2",62.4,54,4364,6.46,6.53,4.05
"8179",1.05,"Ideal","J","SI2",61.3,56,4364,6.56,6.59,4.03
"8180",0.96,"Premium","E","SI1",58.7,62,4365,6.41,6.39,3.76
"8181",0.84,"Premium","D","VS1",60.6,57,4365,6.15,6.06,3.7
"8182",1.07,"Premium","F","SI2",61.7,58,4366,6.55,6.58,4.05
"8183",1.07,"Premium","F","SI2",61.8,58,4366,6.51,6.57,4.04
"8184",1.02,"Ideal","G","SI2",62,55,4366,6.4,6.51,4
"8185",0.94,"Ideal","E","SI2",60.9,57,4366,6.34,6.36,3.87
"8186",1.2,"Ideal","I","SI1",62.2,57,4368,6.8,6.77,4.22
"8187",1.5,"Fair","I","I1",71.3,58,4368,6.85,6.81,4.87
"8188",1.2,"Fair","I","SI1",66.2,59,4368,6.55,6.47,4.31
"8189",1.04,"Ideal","H","SI2",61.8,55,4368,6.54,6.5,4.03
"8190",1.04,"Premium","H","SI1",60.4,59,4368,6.59,6.55,3.97
"8191",1.2,"Ideal","H","SI2",61.1,57,4368,6.9,6.81,4.19
"8192",1.02,"Good","F","SI2",61.4,61,4368,6.4,6.44,3.94
"8193",1.04,"Premium","I","SI1",62,57,4368,6.5,6.47,4.02
"8194",1.04,"Premium","I","SI1",61.8,60,4368,6.51,6.47,4.01
"8195",1.04,"Premium","H","SI2",61.5,59,4368,6.54,6.51,4.01
"8196",1.2,"Premium","H","SI2",62.5,58,4368,6.74,6.69,4.2
"8197",1.3,"Premium","H","SI2",60.7,59,4368,7.06,7,4.27
"8198",1.2,"Fair","H","SI2",64.8,58,4368,6.61,6.56,4.27
"8199",1,"Premium","G","SI2",61.8,59,4368,6.38,6.33,3.93
"8200",1.04,"Premium","H","SI2",58.6,60,4368,6.67,6.63,3.9
"8201",1,"Fair","H","VS1",65.4,61,4368,6.22,6.17,4.05
"8202",1.04,"Ideal","H","SI2",61.1,56,4368,6.66,6.6,4.05
"8203",1,"Fair","H","VS1",57.4,68,4368,6.52,6.47,3.73
"8204",0.51,"Fair","F","VVS2",60.7,66,4368,5.21,5.11,3.13
"8205",0.9,"Very Good","G","VS2",62.5,58,4369,6.1,6.15,3.83
"8206",1.01,"Very Good","H","SI1",62.6,58,4369,6.34,6.44,4
"8207",0.7,"Ideal","D","VVS2",62,53.4,4369,5.69,5.72,3.54
"8208",0.9,"Ideal","H","VS2",62.5,53,4369,6.17,6.22,3.87
"8209",1.01,"Good","F","SI1",65.5,58,4369,6.11,6.25,4.05
"8210",0.91,"Very Good","H","VS1",62.1,59,4370,6.17,6.2,3.84
"8211",0.9,"Good","F","VS2",62.4,58,4370,6.08,6.1,3.8
"8212",0.9,"Good","F","VS2",63.1,57,4370,6.13,6.16,3.88
"8213",1.02,"Premium","G","SI2",62.9,59,4370,6.4,6.38,4.02
"8214",1.02,"Very Good","G","SI2",63.1,60,4370,6.41,6.34,4.02
"8215",1.04,"Premium","E","SI2",62.8,59,4370,6.45,6.41,4.04
"8216",1.02,"Ideal","G","SI2",62.7,57,4370,6.44,6.42,4.03
"8217",1.02,"Premium","G","SI2",62.5,59,4370,6.42,6.37,4
"8218",1.13,"Ideal","J","SI2",61.9,56,4371,6.67,6.71,4.14
"8219",1.01,"Premium","E","SI2",61,56,4371,6.42,6.36,3.9
"8220",1.09,"Very Good","J","VS2",62.3,59,4372,6.56,6.63,4.11
"8221",1.06,"Very Good","H","SI2",62.8,57,4372,6.49,6.57,4.1
"8222",1.06,"Premium","I","SI1",61.9,59,4372,6.5,6.52,4.03
"8223",1,"Very Good","F","SI2",61.3,61,4372,6.36,6.39,3.91
"8224",1,"Very Good","F","SI2",61.6,61,4372,6.33,6.36,3.91
"8225",1.06,"Premium","F","SI2",62.4,58,4372,6.5,6.54,4.07
"8226",1,"Ideal","F","SI2",61.2,57,4372,6.39,6.48,3.94
"8227",1,"Ideal","F","SI2",61.3,56,4372,6.43,6.46,3.95
"8228",1,"Premium","I","VS2",61.6,59,4372,6.39,6.47,3.96
"8229",1,"Good","F","SI1",64,57,4372,6.29,6.33,4.04
"8230",1,"Very Good","F","SI2",61.1,61,4372,6.35,6.38,3.89
"8231",0.73,"Ideal","D","VVS2",61.3,56,4372,5.79,5.82,3.56
"8232",0.84,"Ideal","G","VS1",61.4,56,4372,6.04,6.15,3.74
"8233",0.93,"Premium","F","SI1",62.3,58,4373,6.18,6.22,3.86
"8234",1.12,"Premium","I","SI1",61.1,59,4373,6.66,6.69,4.08
"8235",1.12,"Very Good","H","SI2",62.5,58,4373,6.58,6.63,4.13
"8236",1.02,"Very Good","F","SI2",60,57,4373,6.53,6.57,3.93
"8237",0.85,"Ideal","G","VS1",61.8,55,4373,6.09,6.11,3.77
"8238",0.85,"Ideal","D","SI1",61.9,56,4373,6.03,6.09,3.75
"8239",1.32,"Premium","G","SI2",59.2,61,4373,7.21,7.14,4.25
"8240",1.03,"Very Good","G","SI2",62.2,56,4374,6.46,6.49,4.03
"8241",1.07,"Ideal","F","SI2",61.9,55,4374,6.53,6.58,4.06
"8242",0.93,"Ideal","E","SI1",62.2,55,4374,6.24,6.27,3.89
"8243",1.05,"Premium","I","SI2",60.2,61,4374,6.64,6.61,3.99
"8244",1.07,"Ideal","E","SI2",61.7,57,4374,6.59,6.56,4.06
"8245",1.07,"Premium","H","VS2",60.6,60,4374,6.66,6.63,4.03
"8246",1.04,"Ideal","G","SI2",60.7,57,4375,6.51,6.61,3.98
"8247",1.04,"Ideal","G","SI2",61.4,57,4375,6.48,6.54,4
"8248",1.04,"Very Good","G","SI2",62.6,58,4375,6.42,6.49,4.04
"8249",1.01,"Very Good","I","SI1",60,62,4375,6.41,6.53,3.88
"8250",1.24,"Premium","I","SI2",62.8,58,4375,6.88,6.79,4.28
"8251",1.24,"Fair","F","SI2",64.9,60,4375,6.7,6.63,4.32
"8252",1.02,"Ideal","H","SI2",60.5,57,4375,6.56,6.52,3.95
"8253",0.93,"Good","G","SI1",63.8,58,4375,6.14,6.09,3.9
"8254",1.11,"Ideal","I","SI2",61.9,57,4377,6.62,6.66,4.11
"8255",0.76,"Ideal","D","VS1",61.7,56,4377,5.84,5.87,3.61
"8256",1.21,"Ideal","F","I1",62,56,4377,6.84,6.8,4.23
"8257",0.83,"Ideal","D","VS2",62,54.9,4378,6.03,6.04,3.74
"8258",1.01,"Ideal","I","VS2",64.1,58,4378,6.27,6.21,4
"8259",0.92,"Premium","E","SI1",61.3,58,4379,6.19,6.25,3.81
"8260",1,"Very Good","H","SI2",62,57,4379,6.4,6.34,3.95
"8261",0.9,"Very Good","F","SI1",61.4,58,4379,6.18,6.23,3.81
"8262",0.71,"Ideal","D","VS1",61.7,56,4380,5.71,5.74,3.53
"8263",1.02,"Premium","G","SI1",61.9,58,4381,6.47,6.42,3.99
"8264",0.9,"Very Good","H","VS2",63,57,4381,6.09,6.13,3.85
"8265",0.9,"Good","D","SI1",63.5,57,4381,6.11,6.15,3.89
"8266",0.9,"Very Good","D","SI1",61,63,4381,6.1,6.13,3.73
"8267",0.9,"Good","D","SI1",63.3,57,4381,6.07,6.12,3.86
"8268",0.9,"Premium","D","SI1",62.7,58,4381,6.09,6.15,3.84
"8269",0.9,"Very Good","D","SI1",59.4,62,4381,6.19,6.24,3.69
"8270",0.9,"Very Good","D","SI1",61.5,58,4381,6.15,6.21,3.8
"8271",0.9,"Very Good","D","SI1",62.6,58,4381,6.11,6.15,3.84
"8272",0.9,"Good","D","SI1",63.2,55,4381,6.1,6.14,3.87
"8273",0.9,"Very Good","D","SI1",62.7,56,4381,6.12,6.16,3.85
"8274",0.9,"Very Good","D","SI1",61.2,60,4381,6.14,6.19,3.77
"8275",0.9,"Good","H","VVS1",64.3,59,4381,6.04,6.09,3.9
"8276",1.02,"Premium","D","SI2",60,62,4381,6.59,6.5,3.93
"8277",1.02,"Fair","D","SI2",65.5,60,4381,6.27,6.24,4.1
"8278",1.02,"Premium","D","SI2",60.9,61,4381,6.39,6.31,3.87
"8279",1.02,"Premium","D","SI2",61.5,58,4381,6.51,6.33,3.95
"8280",1.02,"Premium","D","SI2",62.1,57,4381,6.41,6.37,3.97
"8281",0.9,"Very Good","E","SI1",63.2,54,4382,6.1,6.17,3.88
"8282",0.9,"Good","G","VVS1",64,55,4382,6.05,6.02,3.86
"8283",1.03,"Ideal","H","SI2",62.5,54,4382,6.46,6.5,4.05
"8284",0.9,"Good","D","SI2",62.2,63,4382,6.14,6.23,3.85
"8285",0.76,"Ideal","E","VVS1",61.8,54,4382,5.9,5.87,3.64
"8286",1,"Very Good","F","SI2",62.2,55,4383,6.39,6.44,3.99
"8287",1.09,"Ideal","H","SI2",60,59,4383,6.72,6.77,4.05
"8288",1.01,"Ideal","G","SI2",61,56,4383,6.48,6.54,3.97
"8289",0.74,"Ideal","F","IF",61.9,55,4383,5.79,5.84,3.6
"8290",1.01,"Very Good","F","SI2",62.3,59,4384,6.31,6.37,3.95
"8291",1.03,"Premium","H","SI1",60.7,60,4384,6.61,6.53,3.99
"8292",1.03,"Ideal","H","SI2",61.1,57,4384,6.55,6.52,3.99
"8293",0.9,"Premium","E","SI1",60.8,59,4385,6.24,6.19,3.78
"8294",1.13,"Very Good","J","SI1",63.5,59,4385,6.62,6.55,4.18
"8295",0.9,"Premium","E","SI1",59.1,62,4385,6.33,6.3,3.73
"8296",0.9,"Premium","E","VS2",58,61,4385,6.45,6.34,3.71
"8297",1.13,"Ideal","I","SI2",61.7,57,4385,6.7,6.59,4.13
"8298",0.9,"Premium","E","SI1",61.6,57,4385,6.25,6.19,3.83
"8299",0.9,"Premium","E","SI1",59.8,55,4385,6.34,6.3,3.78
"8300",0.9,"Premium","G","VS2",61.8,60,4386,6.16,6.21,3.82
"8301",0.9,"Very Good","G","VS2",61.5,60,4386,6.13,6.16,3.78
"8302",0.91,"Ideal","H","SI1",61.9,56,4386,6.17,6.21,3.83
"8303",1,"Good","F","SI2",60.2,65,4386,6.38,6.41,3.85
"8304",1.2,"Premium","G","SI2",62.8,62,4387,6.69,6.65,4.19
"8305",1.44,"Premium","I","I1",62.7,55,4387,7.21,7.18,4.51
"8306",0.93,"Premium","H","VS2",58.3,60,4387,6.45,6.37,3.74
"8307",0.8,"Ideal","G","VS1",61.1,57,4388,5.97,6,3.65
"8308",0.96,"Premium","D","SI2",59.1,58,4388,6.53,6.44,3.83
"8309",1,"Good","H","SI1",62.7,60,4389,6.24,6.3,3.93
"8310",1,"Very Good","H","SI1",62.2,60,4389,6.34,6.45,3.98
"8311",1,"Good","H","SI1",63.4,56,4389,6.34,6.37,4.03
"8312",1,"Premium","H","SI1",59,60,4389,6.52,6.56,3.86
"8313",1,"Good","H","SI1",63.9,56,4389,6.28,6.31,4.02
"8314",1,"Good","H","SI1",61.2,62,4389,6.32,6.36,3.88
"8315",0.91,"Very Good","D","SI1",63.5,56,4389,6.13,6.18,3.91
"8316",1,"Ideal","H","SI2",58.3,61,4390,6.56,6.61,3.84
"8317",1.1,"Ideal","J","SI1",61.5,55,4390,6.65,6.68,4.1
"8318",0.9,"Ideal","F","SI1",62.2,55,4390,6.16,6.21,3.85
"8319",1,"Very Good","E","SI2",63.3,55,4390,6.29,6.25,3.97
"8320",1.12,"Premium","I","SI1",60.6,60,4390,6.77,6.73,4.09
"8321",1,"Premium","E","SI2",62.2,59,4390,6.38,6.35,3.96
"8322",1,"Premium","E","SI2",60.6,61,4390,6.44,6.39,3.89
"8323",1.13,"Very Good","J","SI1",62.9,57.7,4391,6.6,6.64,4.16
"8324",1.03,"Ideal","G","SI2",61.7,55,4391,6.48,6.52,4.01
"8325",1.08,"Good","F","SI2",58,61,4391,6.72,6.77,3.91
"8326",1.21,"Premium","J","SI1",62.7,57,4391,6.77,6.72,4.23
"8327",1.21,"Premium","I","SI2",61.8,60,4391,6.86,6.76,4.21
"8328",0.91,"Ideal","E","SI1",61,57,4392,6.2,6.26,3.8
"8329",1,"Very Good","E","SI2",62.5,55,4392,6.38,6.41,4
"8330",1,"Good","E","SI2",61,61,4394,6.37,6.44,3.91
"8331",1.09,"Premium","H","SI2",61.2,62,4395,6.63,6.58,4.04
"8332",1.09,"Premium","H","SI2",61.2,62,4395,6.63,6.58,4.04
"8333",1.16,"Good","F","SI2",63.7,63,4395,6.55,6.63,4.2
"8334",1,"Very Good","H","SI2",63.7,58,4395,6.31,6.35,4.03
"8335",1.03,"Ideal","J","SI1",61.7,56,4395,6.49,6.53,4.02
"8336",0.9,"Good","G","VS1",61,62,4395,6.16,6.24,3.78
"8337",1.01,"Premium","G","SI1",58.8,58,4395,6.59,6.51,3.85
"8338",1.01,"Premium","G","SI1",62.3,60,4395,6.31,6.25,3.91
"8339",0.9,"Very Good","F","VS2",59.6,59,4397,6.27,6.31,3.75
"8340",1.02,"Ideal","J","VS2",61.1,58,4397,6.45,6.49,3.95
"8341",1.02,"Ideal","J","VS2",60.7,57,4397,6.5,6.54,3.96
"8342",1.01,"Good","G","SI2",59.3,62,4397,6.51,6.58,3.88
"8343",1.02,"Fair","H","SI2",59.6,57,4398,6.65,6.5,3.92
"8344",1.02,"Very Good","E","SI2",60.5,58,4398,6.54,6.58,3.97
"8345",1.02,"Good","E","SI2",63.3,59,4398,6.32,6.42,4.03
"8346",1.02,"Very Good","E","SI2",62.8,55,4398,6.4,6.43,4.03
"8347",1.02,"Very Good","E","SI2",62.9,56,4398,6.36,6.43,4.02
"8348",1.02,"Very Good","E","SI2",63,57,4398,6.39,6.44,4.04
"8349",1.02,"Ideal","E","SI2",62.4,55,4398,6.44,6.47,4.03
"8350",1.02,"Very Good","E","SI2",59.6,59,4398,6.54,6.59,3.91
"8351",1.05,"Very Good","E","SI2",62.9,57,4398,6.47,6.51,4.08
"8352",1.04,"Fair","D","SI2",64.9,56,4398,6.39,6.34,4.13
"8353",1.02,"Ideal","G","SI2",61.4,54,4398,6.55,6.52,4.01
"8354",1,"Premium","G","SI2",61.8,58,4398,6.43,6.39,3.96
"8355",1.02,"Premium","F","SI2",63,58,4398,6.43,6.37,4.03
"8356",1.02,"Ideal","F","SI2",62.4,57,4398,6.43,6.4,4
"8357",1.02,"Fair","D","SI1",70.6,57,4398,6.08,6.01,4.27
"8358",1.02,"Ideal","H","SI2",60.7,57,4398,6.54,6.51,3.96
"8359",0.77,"Very Good","F","VVS1",60.2,58,4399,5.93,5.97,3.58
"8360",1.01,"Premium","E","SI1",62.4,58,4399,6.37,6.42,3.99
"8361",1.01,"Good","E","SI1",64.1,59,4399,6.31,6.35,4.06
"8362",1.01,"Good","E","SI1",64.1,62,4399,6.19,6.26,3.99
"8363",1.01,"Very Good","E","SI1",61,56,4399,6.47,6.54,3.97
"8364",1.01,"Good","E","SI1",59.3,64,4399,6.47,6.49,3.84
"8365",1.14,"Premium","F","SI2",62.8,58,4399,6.61,6.56,4.14
"8366",0.9,"Very Good","G","VS2",63.8,58,4400,6.08,6.12,3.89
"8367",0.9,"Very Good","G","VS2",58.8,61,4400,6.28,6.3,3.7
"8368",0.9,"Very Good","F","VS2",63.4,58,4400,6.07,6.11,3.86
"8369",1,"Good","E","SI2",63.5,54,4400,6.35,6.41,4.05
"8370",0.97,"Premium","G","SI1",62.6,58,4400,6.24,6.18,3.89
"8371",0.31,"Very Good","F","VS2",60.7,61,583,4.36,4.4,2.66
"8372",0.31,"Good","F","VS2",63.7,59,583,4.26,4.31,2.73
"8373",0.31,"Ideal","F","VS2",60.8,57,583,4.38,4.41,2.67
"8374",0.31,"Ideal","F","VS2",61.6,56,583,4.35,4.39,2.69
"8375",0.31,"Premium","F","VS2",59.4,58,583,4.37,4.45,2.62
"8376",0.31,"Very Good","F","VS2",63,57,583,4.27,4.33,2.71
"8377",0.31,"Good","F","VS2",63.6,54,583,4.28,4.33,2.74
"8378",0.31,"Very Good","G","VS1",58.2,61,583,4.42,4.45,2.58
"8379",0.31,"Ideal","F","VS2",61.9,57,583,4.32,4.34,2.68
"8380",0.31,"Very Good","F","VS2",58.3,61,583,4.44,4.48,2.6
"8381",0.31,"Ideal","F","VS2",62.2,56,583,4.36,4.39,2.72
"8382",0.35,"Ideal","F","SI1",62.5,54,583,4.5,4.52,2.82
"8383",0.35,"Premium","F","SI1",60.2,58,583,4.54,4.6,2.75
"8384",0.35,"Ideal","F","SI1",62.4,55,583,4.52,4.55,2.83
"8385",0.35,"Ideal","F","SI1",62.2,56,583,4.48,4.52,2.8
"8386",0.35,"Good","F","SI1",63.6,54,583,4.51,4.52,2.87
"8387",0.35,"Good","F","SI1",63.1,56,583,4.46,4.51,2.83
"8388",0.35,"Premium","F","SI1",62.3,58,583,4.49,4.53,2.81
"8389",0.35,"Very Good","F","SI1",61.7,58,583,4.51,4.54,2.79
"8390",0.26,"Very Good","E","VVS2",60.9,58,584,4.13,4.15,2.52
"8391",0.32,"Very Good","E","SI1",59.9,57,584,4.47,4.49,2.68
"8392",0.32,"Very Good","E","SI1",62.3,55,584,4.36,4.38,2.72
"8393",0.5,"Fair","F","I1",69.8,55,584,4.89,4.8,3.38
"8394",0.34,"Ideal","D","SI1",62,55,584,4.5,4.53,2.8
"8395",0.37,"Good","H","VS2",63.1,55,584,4.59,4.63,2.91
"8396",0.37,"Very Good","H","VS2",59.5,61,584,4.64,4.67,2.77
"8397",0.37,"Good","H","VS2",63.7,55,584,4.54,4.56,2.9
"8398",0.37,"Premium","I","VS1",61.4,59,584,4.55,4.61,2.81
"8399",0.34,"Premium","D","SI1",62,58,584,4.43,4.47,2.76
"8400",0.3,"Very Good","E","VS2",61.6,61,585,4.26,4.31,2.64
"8401",1.07,"Premium","G","SI2",62,59,4401,6.54,6.5,4.04
